"RCD","Molecule","Name","PubChem_CID","PMID","Remark","Latest_update","Data_source"
"Ferroptosis","11a","Phenolic furanochromene hydrazone derivative 11a","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11c","Phenolic furanochromene hydrazone derivative 11c","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11g","Phenolic furanochromene hydrazone derivative 11g","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11h","Phenolic furanochromene hydrazone derivative 11h","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11j","Phenolic furanochromene hydrazone derivative 11j","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11p","Phenolic furanochromene hydrazone derivative 11p","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11v","Phenolic furanochromene hydrazone derivative 11v","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11w","Phenolic furanochromene hydrazone derivative 11w","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","11x","Phenolic furanochromene hydrazone derivative 11x","_NA_",36372027,"Phenolic furanochromene hydrazone derivative",2023-10-27,"FerrDb team"
"Ferroptosis","L-threonine","L-threonine","6288",36323683,"_NA_",2023-11-01,"FerrDb team"
"Ferroptosis","AS-IV","Astragaloside IV","13943297",36467371,"_NA_",2023-11-01,"FerrDb team"
"Ferroptosis","HP","Huaier polysaccharide","_NA_",36437332,"_NA_",2023-11-01,"FerrDb team"
"Ferroptosis","SIL","Silibinin","31553",36260072,"_NA_",2023-11-01,"FerrDb team"
"Ferroptosis","Galangin","Galangin","5281616",36183339,"_NA_",2023-11-01,"FerrDb team"
"Ferroptosis","RvD1","Resolvin D1","44251266",36183323,"_NA_",2023-11-01,"FerrDb team"
"Ferroptosis","Sal B","Salvianolic acid B","6451084",36174419,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","Histamine","Histamine","774",36165929,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","XJZ","Xiaojianzhong","_NA_",36122518,"A mixture consists of six Chinese herbal medicines and extracts.",2023-11-03,"FerrDb team"
"Ferroptosis","Ast-IV","Astragaloside IV","13943297",36115280,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","NaHS","Sodium hydrosulfide","28015",36102305,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","EPA","Eicosapentaenoic acid","446284",36099650,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","DHA","Docosahexaenoic acid","445580",36099650,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","Sen","Senegenin","12442762",36068400,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","MEL","Melatonin","896",36067654,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","Met","Metformin","4091",36058489,"_NA_",2023-11-03,"FerrDb team"
"Ferroptosis","Ethoxyquin","Ethoxyquin","3293",35881422,"_NA_",2023-11-06,"FerrDb team"
"Ferroptosis","L-cit","L-citrulline","9750",36364817,"_NA_",2023-11-06,"FerrDb team"
"Ferroptosis","4E1RCat","4E1RCat","16195554",36274088,"_NA_",2023-11-10,"FerrDb team"
"Ferroptosis","4EGI-1","4EGI-1","5717952",36274088,"_NA_",2023-11-10,"FerrDb team"
"Ferroptosis","Copper","Copper","23978",36358457,"_NA_",2023-11-10,"FerrDb team"
"Ferroptosis","PCP","Polygonatum cyrtonema Hua Polysaccharides","_NA_",36296678,"Extract of Polygonatum cyrtonema Hua.",2023-11-10,"FerrDb team"
"Ferroptosis","Melatonin","Melatonin","896",36166594,"_NA_",2023-11-17,"FerrDb team"
"Ferroptosis","GA","Gingerenone A","5281775",36135333,"_NA_",2023-11-17,"FerrDb team"
"Ferroptosis","Vitamin D3","Vitamin D3","5280795",36111853,"_NA_",2023-11-17,"FerrDb team"
"Ferroptosis","GGPP","Geranylgeranyl pyrophosphate","447277",36297049,"_NA_",2023-11-14,"FerrDb team"
"Ferroptosis","CK","Compound K","5481990",36290772,"Main component of Fermented and Aged Ginseng Sprouts.",2023-11-14,"FerrDb team"
"Ferroptosis","Cana","Canagliflozin","24812758",36313744,"_NA_",2023-11-14,"FerrDb team"
"Ferroptosis","ML-098","ML-098","7345532",36276874,"_NA_",2023-11-14,"FerrDb team"
"Ferroptosis","VD","Vitamin D","_NA_",36345441,"_NA_",2023-11-22,"FerrDb team"
"Ferroptosis","Metformin","Metformin","4091",36160906,"_NA_",2023-11-22,"FerrDb team"
"Ferroptosis","Quercetin","Quercetin","5280343",36087883,"_NA_",2023-11-22,"FerrDb team"
"Ferroptosis","ATX","Astaxanthin","5281224",36084724,"_NA_",2023-11-22,"FerrDb team"
"Ferroptosis","Baicalein","Baicalein","5281605",36055377,"_NA_",2023-11-22,"FerrDb team"
"Ferroptosis","DFAs","Deferric Amine Compounds","_NA_",36031399,"_NA_",2023-11-22,"FerrDb team"
"Ferroptosis","SR9009","SR9009","57394020",36029539,"_NA_",2023-11-24,"FerrDb team"
"Ferroptosis","Dex","Dexmedetomidine","5311068",35988428,"_NA_",2023-11-24,"FerrDb team"
"Ferroptosis","POx-Fer-1","Poly(2-oxazoline) – Ferrostatin-1","_NA_",35944752,"Conjugates of Poly(2-oxazoline) and Ferrostatin-1",2023-11-24,"FerrDb team"
"Ferroptosis","Quercetin","Quercetin","5280343",35900382,"_NA_",2023-11-24,"FerrDb team"
"Ferroptosis","MSCs-Exo","Mesenchymal stem cell-derived exosomes","482042876",36238648,"_NA_",2023-11-24,"FerrDb team"
"Ferroptosis","MUFA","Monounsaturated fatty acid","53787137",36178986,"_NA_",2023-11-24,"FerrDb team"
"Ferroptosis","ASX","Astaxanthin","5281224",36094079,"_NA_",2023-11-30,"FerrDb team"
"Ferroptosis","PQQ","Pyrroloquinoline quinone","1024",36238573,"_NA_",2023-11-30,"FerrDb team"
"Ferroptosis","DEX","Dexmedetomidine","5311068",35995304,"_NA_",2023-11-30,"FerrDb team"
"Ferroptosis","GAS","Gastrodin","115067",36234847,"_NA_",2023-12-01,"FerrDb team"
"Ferroptosis","SKQ1","Visomitin","16679091",36193064,"_NA_",2023-12-01,"FerrDb team"
"Ferroptosis","Liquiritin","Liquiritin","503737",35983876,"_NA_",2023-12-01,"FerrDb team"
"Ferroptosis","Haloperidol","Haloperidol","3559",36050287,"_NA_",2023-12-01,"FerrDb team"
"Ferroptosis","α-LA","Alpha-Lipoic Acid","864",36142894,"_NA_",2023-12-01,"FerrDb team"
"Ferroptosis","DHM","Dihydromyricetin","161557",36118165,"_NA_",2023-12-06,"FerrDb team"
"Ferroptosis","Bicyclol","Bicyclol","9821754",36071041,"_NA_",2023-12-08,"FerrDb team"
"Ferroptosis","QCT","Quercetin","5280343",36105483,"_NA_",2023-12-08,"FerrDb team"
"Ferroptosis","Hino","Hinokitiol","3611",35985562,"_NA_",2023-12-13,"FerrDb team"
"Ferroptosis","MCTR1","Maresin conjugate in tissue regeneration 1","_NA_",35916424,"Maresin conjugate in tissue regeneration 1 {l-γ-glutamyl-S-[(1R,2E,4E,6Z,9Z)-12-carboxy-1- [(1S,3Z,6Z)-1-hydroxy-3,6-nonadien-1-yl]-2,4,6,9-dodecatetraen-1-yl]-l-cysteinyl-glycine} (MCTR1) is a newly identified, specialized, proresolving mediator and peptide-lipid-conjugated mediator synthesized from docosahexaenoic acid (DHA) in macrophages.",2023-12-13,"FerrDb team"
"Ferroptosis","α-syn","Alpha-Synuclein","10307709",36001957,"_NA_",2023-12-20,"FerrDb team"
"Ferroptosis","AS-IV","Astragaloside IV","13943297",36059982,"_NA_",2023-12-20,"FerrDb team"
"Ferroptosis","HYJDF","Huayu Jiedu Fang","_NA_",36082180,"An empirical prescription for endometriosis treatment.",2023-12-15,"FerrDb team"
"Ferroptosis","γ-GC","γ-Glutamylcysteine","7059430",36139727,"_NA_",2023-12-15,"FerrDb team"
"Ferroptosis","PDA","D-Penicillamine","5852",36009321,NA,2023-12-15,"FerrDb team"
"Ferroptosis","MT","Melatonin","896",36035224,NA,2023-12-15,"FerrDb team"
"Ferroptosis","Tocopherol","Tocopherol","_NA_",36061427,"A type of traditional medicine.",2023-12-15,"FerrDb team"
"Ferroptosis","MaR1","Maresin1","_NA_",36010637,"An endogenous pro-resolving lipid mediator produced from polyunsaturated fatty acids.",2023-12-15,"FerrDb team"
"Ferroptosis","SYD","Shaoyao Decoction","_NA_",35974396,"A canonical herbal medicine prescription formulated by Liu Wan-Su in AD 1186.",2023-12-15,"FerrDb team"
"Ferroptosis","UNC0642","UNC0642","_NA_",35930635,"_NA_",2023-12-25,"FerrDb team"
"Ferroptosis","Vitamin K","Vitamin K","5280483",35922516,"_NA_",2023-12-25,"FerrDb team"
"Ferroptosis","TEMPO","2,2,6,6-Tetramethylpiperidine-1-oxyl","2724126",35512114,"_NA_",2023-12-29,"FerrDb team"
"Ferroptosis","SchB","Schisandrin B","108130",36060128,"_NA_",2023-12-29,"FerrDb team"
"Ferroptosis","Th A","Thonningianin A","10328286",35776077,"_NA_",2024-01-05,"FerrDb team"
"Ferroptosis","USC-Exo","USCs-derived exosomes","_NA_",35841017,"_NA_",2024-01-05,"FerrDb team"
"Ferroptosis","Semaphorin 5A","Semaphorin 5A","160721314",35835748,"_NA_",2024-01-05,"FerrDb team"
"Ferroptosis","Cystine","Cystine","67678",35867762,"_NA_",2024-01-04,"FerrDb team"
"Ferroptosis","Salidroside","Salidroside","159278",35787281,"_NA_",2024-01-04,"FerrDb team"
"Ferroptosis","Entacapone","Entacapone","5281081",35691001,"_NA_",2024-01-04,"FerrDb team"
